StationName,RouteNumbers,geometry
Комбикормовый завод,А1028; А1077; А503,POINT (37.12351699 55.28591864)
Комбикормовый завод,А1028; А1077; А503,POINT (37.12220904 55.28497369)
Зубовская пл.,АБ; АБК; АТ10; АТ79,POINT (37.58678118 55.73794664)
Высокояузский мост,АБК; А40,POINT (37.65566258 55.75105994)
Высокояузский мост,А40; АБ,POINT (37.65632898129577 55.75112513936057)
Западный холм,АМ35; А733,POINT (37.41373805454528 55.75260549363554)
Институт эпидемиологии,А211; АО37; АТ30,POINT (37.79272725990221 55.76245969554658)
Метро Красные ворота,АБК,POINT (37.64891298460457 55.76860325172254)
Малая Дмитровка,АБК; АТ47; АТ10,POINT (37.6056032432403 55.77241329170551)
Малая Дмитровка,АБ; АТ10,POINT (37.60362258 55.77245765)
Каретный Ряд,АБ; АТ10,POINT (37.60773699 55.77321084)
Метро Лубянка,АН2; АМ27; АМ2; АМ3; А144; АМ9; АН9; АН11; АН15,POINT (37.62612448 55.76010124)
Метро Сухаревская,АМ2; АМ9; АН9,POINT (37.63248582150408 55.77237554683029)
Сретенские Ворота,АМ2; АМ9; АН9,POINT (37.63163546723536 55.76663106395133)
Пречистенка,А15; А255; АМ3,POINT (37.58725228 55.73912754)
Пречистенка,А15; А255; АМ3,POINT (37.58817265 55.73930404)
Метро Лубянка - Политехнический музей,АМ8; АМ5; А158; АН3; АТ25,POINT (37.62860196 55.75915938)
Метро Добрынинская,А907; А41; АН8; АМ5; А632; АМ6; А275; А700; АТ71; АТ8,POINT (37.62329099 55.72852104)
Метро Серпуховская,А41; АН8; АМ5; А632; АМ6; А275; А700; АТ71; АТ8,POINT (37.622625053069456 55.72531559217666)
Метро Баррикадная,А64; АС43; АМ6; А869; АС344; АС369; АТ79,POINT (37.58084383452799 55.76033001290811)
Метро Баррикадная,А64; А39; АС43; АМ6; А869; АС344; АС369; АТ79,POINT (37.58109378 55.75998014)
Метро Китай-город,АМ7; АН7; АН8,POINT (37.63396998227644 55.75403776681452)
Мещанская слобода,АМ2; АМ9; АН9,POINT (37.63207697 55.77444095)
Мещанская слобода,АМ2; АМ9; АН9,POINT (37.632496674975314 55.77506315415332)
Метро Китай-город,А144; АМ9; АН9; АН11; АН6,POINT (37.63442472 55.75399884)
Солянка,АМ8; АМ7; АН7; АН8; АМ27; АН4; АН13; АК; А158; АН5,POINT (37.63842329 55.75341394)
Солянка,АМ8; АМ7; АН7; АН8; АМ27; АН4; АН13; АК; А158; АН5,POINT (37.63997873551536 55.75228200446307)
Николоямская ул.,А40; АБ,POINT (37.65599485174784 55.7474871800142)
Таганская пл.,АБ; АТ53,POINT (37.65515719 55.74281225)
Житная ул.,АБК,POINT (37.61914498 55.73014274)
Коровий Вал,А275; АБ,POINT (37.61783078249235 55.729023598026046)
Метро Октябрьская,АБК; АТ10,POINT (37.61304413942177 55.7303194003647)
Краснопролетарская ул.,А15,POINT (37.60847909747493 55.77391160730648)
Метро Кропоткинская,А255; АМ3,POINT (37.60214319963486 55.74475501405357)
Плющиха,А64; АС12,POINT (37.57927049 55.74488237)
Пречистенская наб.,А255,POINT (37.6078752947977 55.74403991438248)
МЦК Зорге,А39,POINT (37.50038463451112 55.78908841418664)
3-й Кожуховский пр.,А186; А670,POINT (37.67494873 55.70953886)
Новодевичий монастырь,А216,POINT (37.56119176565651 55.72688616691092)
Новодевичий пр.,А216,POINT (37.55742089 55.72974324)
Саввинская наб.,А216,POINT (37.55960448 55.73186224)
Саввинская наб.,А216,POINT (37.55789929 55.73124834)
Московский шёлк,А216,POINT (37.56492729 55.73444864)
Московский шёлк,А216,POINT (37.563039548571055 55.73383766171186)
2-й пер. Тружеников,А216,POINT (37.56860566387991 55.73684257963385)
2-й пер. Тружеников,А216,POINT (37.56828028 55.73705547)
Мост Богдана Хмельницкого,А216,POINT (37.57250599540638 55.74117249861733)
Мост Богдана Хмельницкого,А216,POINT (37.57139574144027 55.74040121678258)
Смоленская наб.,А216,POINT (37.57628794 55.74927113)
Новоарбатский мост,А216,POINT (37.57538446709391 55.75046394473565)
Николоямская ул.,АБК,POINT (37.65506504040373 55.74680091747438)
Сыромятники,А40; АБ,POINT (37.65720788 55.75421284)
Метро Сухаревская - Московский театр Олега Табакова,АААБ; АА; АБ,POINT (37.6316927093505 55.77304808825433)
Метро Сухаревская,АБК; АА,POINT (37.63328536077888 55.77241770125027)
Смоленский бульв.,АБК,POINT (37.58622308 55.73940374)
Парк Горького,АБК; АТ10,POINT (37.60440657547115 55.73238420929434)
Метро Октябрьская,АБ; АТ10,POINT (37.61020098 55.73005014)
Каретный Ряд,АТ47,POINT (37.60774188 55.77339374)
Пр. Девичьего Поля,А64,POINT (37.57599056 55.73786482)
Ул. Бурденко,А64,POINT (37.57685754 55.74027879)
Ружейный пер.,А64,POINT (37.57818412 55.74304906)
Ивановское,А526; А875; А304К; А304; А1001,POINT (37.15732665 55.54819881)
Ивановское,А526; А875; А304К; А304; А1001,POINT (37.15649979 55.54858964)
ПСК Сотрудничество,А526; А875; А304; А1001; А422,POINT (37.16314988 55.54552044)
ПСК Сотрудничество,А526; А875; А304; А1001; А422,POINT (37.16423708 55.54509004)
Весенино-2,А526; А875; А304; А1001; А422,POINT (37.16976061 55.54410121)
Весенино-2,А526; А875; А304; А1001; А422,POINT (37.17371091 55.54302686)
Весенино-1,А526; А875; А304; А1001; А422,POINT (37.17772468 55.54240038)
Весенино-1,А526; А875; А304; А1001; А422,POINT (37.17882375 55.54187645)
Рогозинино-2,А526; А875; А304; А1001; А422,POINT (37.19076487 55.54020985)
Рогозинино-2,А526; А875; А304; А1001; А422,POINT (37.1921488 55.53980172)
Поворот на Горчаково,А526; А875; А304; А1001; А422,POINT (37.20404147 55.53539998)
Поворот на Горчаково,А526; А875; А304; А1001; А422,POINT (37.20329549 55.53602344)
Поворот на Птичное,А526; А875; А304; А1001; А422,POINT (37.21915958 55.53356592)
Поворот на Птичное,А1001,POINT (37.22164861 55.53303831)
Верховье,А1001,POINT (37.22808263 55.53259815)
Верховье,А1001,POINT (37.2295208 55.53221196)
Поворот на Клоково,А1001,POINT (37.23854476 55.52392036)
Поворот на Клоково,А1001,POINT (37.23854588 55.5223811)
Производственный комплекс,А526; А875; А304; А1001; А422,POINT (37.24387326 55.51131385)
Производственный комплекс,А526; А875; А304; А1001; А422,POINT (37.24499129 55.51063389)
Губцево,А526; А875; А304; А1001; А422,POINT (37.25473181 55.50780609)
Губцево,А526; А875; А304; А1001; А422,POINT (37.25591651 55.50713513)
Складское хозяйство,А526; А875; А304; А1001; А422,POINT (37.27612293 55.50311237)
Складское хозяйство,А526; А875; А304; А1001; А422,POINT (37.27758929 55.5030016)
"Пос. Газопровод, 14",АС19; А882,POINT (37.48048699 55.57983789)
"Пос. Газопровод, 16",АС19; А882,POINT (37.47548288 55.58184464)
"Офицерская ул., 12",АС18,POINT (37.33427858 55.50539026)
Дом культуры,А521; АС18,POINT (37.33136502 55.50249575)
Пр. Русанова (выс.),А380; А176; А195,POINT (37.63770022 55.85748424)
Академия художеств,А15; А255; АМ3,POINT (37.5911836 55.74067101)
Академия художеств,А15; А255; АМ3,POINT (37.59009547 55.74010187)
Павелецкий вокзал,АН8; А106; А632; АК; А13; А158; АБ,POINT (37.63827838 55.73120534)
"3-й Угрешский пр., 14",А736,POINT (37.70091974 55.71184231)
Академия внешней торговли,А338,POINT (37.46763997 55.87838503)
Академия внешней торговли,А338,POINT (37.4672437 55.87858019)
"Окружной пр., 35",А141,POINT (37.74567627 55.76738859)
Ст. Соколиная Гора,А141,POINT (37.74513503 55.76971213)
Метро Кузьминки,А1211к; А143; А569; А115; А443; А334,POINT (37.76741496 55.70607444)
"Профсоюзная ул., 86",А235; А226; А699; А196; А816; АП1; А295; АТ72,POINT (37.53458704 55.65182382)
"Профсоюзная ул., 86",А235; А41; А226; А699; А196; А816; А1; АП1; А295; АТ72,POINT (37.53590382 55.65251997)
Метро Таганская,АН13; А156; АТ26,POINT (37.65282695 55.74122753)
Ул. Маргелова,АС23; А84; А101; А175,POINT (37.53716531 55.78165762)
"Набережная Новикова-Прибоя, 4",А597,POINT (37.44829335 55.78223264)
"Набережная Новикова-Прибоя, 4",А597,POINT (37.44812752 55.78142553)
"Ул. Зорге, 10",А597,POINT (37.51225733 55.78102958)
"Ул. Зорге, 14",А597,POINT (37.51065383 55.78411228)
Метро Водный Стадион,А570,POINT (37.48679885 55.8405897)
Метро Петровский парк,А105К; А132; А318; А84; А319; А384,POINT (37.55799903 55.79305042)
Метро Сокольники,А716; АТ14; А78; АН15; АДП52; АТ41; АТ83,POINT (37.67936882 55.78839351)
Квартал Шуваловский,А661,POINT (37.51353347 55.6990201)
Мкр. Переделкино Ближнее,А497; А333,POINT (37.32932433 55.63647825)
Рублёвское шоссе,А229; А732,POINT (37.41097315 55.74991101)
ЦКБ Гражданской авиации,А412,POINT (37.45956015 55.82332719)
"Самаркандский бульв., 26",А580,POINT (37.81626413 55.699357)
"Самаркандский бульв., 15",А580,POINT (37.81745006 55.69808783)
"Волжский бульв., 9",А143; А569; А334; А405,POINT (37.74555946 55.71552925)
"Автомобильный пр., 17",А386,POINT (37.70916493 55.72698678)
"Автомобильный пр., 17",А386,POINT (37.70885862 55.72752416)
Метро ВДНХ,А244; А375; А378; А544,POINT (37.64174473 55.8206829)
Коттеджный поселок,А521; А526; А303; А508; А422; А976,POINT (37.43282769 55.55030084)
Коттеджный поселок,А521; А526; А303; А508; А422; А976; А433,POINT (37.43198058 55.55060934)
Остафьево,А1255к; А1045; А509; А509к; А802,POINT (37.50948928 55.49810164)
Остафьево,А1255к; А1045; А509; А509к; А802,POINT (37.51011679 55.49831169)
Метро Ломоносовский проспект,А266,POINT (37.51845892 55.70831826)
Метро Шелепиха,А4; АС43; А69; А152; А366; А869; АС344; АС369; АТ54,POINT (37.52305778 55.75531984)
Метро Шелепиха,А4; АС43; А69; А152; А366; А869; АС344; АС369; АТ54,POINT (37.5246616 55.75540943)
Метро Шелепиха,А27; А4; А294; А155,POINT (37.52280197 55.75836757)
Метро Шелепиха,А27; А294; А155,POINT (37.52427019 55.75735274)
Метро ЦСКА,АС23; А818; А207; А322,POINT (37.53807715 55.78726815)
Метро Петровский парк,А110; А22; АТ29; АТ42,POINT (37.55902208 55.79295924)
"Ереванская ул., 24",АДП23; А245; А164,POINT (37.67608704 55.62889512)
Зеленая линия,АС19; А895К; А895; А313; А1170,POINT (37.47258149 55.57524708)
Зеленая линия,АС19; А895К; А895; А1170; А313; А288,POINT (37.47271942 55.57448812)
Ул. Крылатские Холмы,А229; А732,POINT (37.41921639 55.7458295)
"Смольная ул., 29",А90; А338; А270,POINT (37.48494848 55.85879118)
Платф. Ховрино,А65; А745,POINT (37.48535187 55.87863731)
Платф. Ховрино,А65; А188,POINT (37.48363183 55.87913735)
Метро Ховрино,А200; А594; А745; А958; А283; А673,POINT (37.48228511 55.87734614)
Метро Ховрино,А200; А594; А188; А958; А283; А673,POINT (37.48191708 55.87681174)
Ф-ка Зарница,А135; А190; А464; А575; А236,POINT (37.4361369 55.73286897)
МФЦ Гольяново,АП122; А257; А627К; АТ32,POINT (37.77830129 55.80956624)
Метро Планерная (пос.),А96; А368; А896,POINT (37.43557129 55.86262856)
Ул. Льва Яшина,А885,POINT (37.92014041 55.69973949)
Лечебно-реабилитационный центр,А412,POINT (37.46573185 55.82058301)
Киевский вокзал,АТ34; А622; А474; АТ7; АТ7к,POINT (37.56814907 55.74384393)
Центр международной торговли,Ас321,POINT (37.55823821 55.75628347)
Метро Кузьминки,АМ89; А655; А159,POINT (37.76761685 55.7050031)
МЦД Дегунино,А149; А82,POINT (37.57203028 55.86510724)
Новостроевская ул.,А860; А1255к; А1045; А525; А506; А501; А509; А509к; А898; А898К; А288,POINT (37.56078959 55.50727124)
